Mod:Item:MetaData, Localized Name
Ztones:tile.korpBlock:8, Korp ⑧
Ztones:tile.korpBlock:9, Korp ⑨
Ztones:tile.korpBlock:10, Korp ⑩
Ztones:tile.korpBlock:11, Korp ⑪
Ztones:tile.korpBlock:12, Korp ⑫
Ztones:tile.korpBlock:13, Korp ⑬
Ztones:tile.korpBlock:14, Korp ⑭
Ztones:tile.korpBlock:15, Korp ⑮
Ztones:tile.krypBlock:0, Kryp ⓪
Ztones:tile.krypBlock:1, Kryp ①
Ztones:tile.krypBlock:2, Kryp ②
Ztones:tile.krypBlock:3, Kryp ③
Ztones:tile.krypBlock:4, Kryp ④
Ztones:tile.krypBlock:5, Kryp ⑤
Ztones:tile.krypBlock:6, Kryp ⑥
Ztones:tile.krypBlock:7, Kryp ⑦
Ztones:tile.krypBlock:8, Kryp ⑧
Ztones:tile.krypBlock:9, Kryp ⑨
Ztones:tile.krypBlock:10, Kryp ⑩
Ztones:tile.krypBlock:11, Kryp ⑪
Ztones:tile.krypBlock:12, Kryp ⑫
Ztones:tile.krypBlock:13, Kryp ⑬
Ztones:tile.krypBlock:14, Kryp ⑭
Ztones:tile.krypBlock:15, Kryp ⑮
Ztones:tile.lairBlock:0, Lair ⓪
Ztones:tile.lairBlock:1, Lair ①
Ztones:tile.lairBlock:2, Lair ②
Ztones:tile.lairBlock:3, Lair ③
Ztones:tile.lairBlock:4, Lair ④
Ztones:tile.lairBlock:5, Lair ⑤
Ztones:tile.lairBlock:6, Lair ⑥
Ztones:tile.lairBlock:7, Lair ⑦
Ztones:tile.lairBlock:8, Lair ⑧
Ztones:tile.lairBlock:9, Lair ⑨
Ztones:tile.lairBlock:10, Lair ⑩
Ztones:tile.lairBlock:11, Lair ⑪
Ztones:tile.lairBlock:12, Lair ⑫
Ztones:tile.lairBlock:13, Lair ⑬
Ztones:tile.lairBlock:14, Lair ⑭
Ztones:tile.lairBlock:15, Lair ⑮
Ztones:tile.laveBlock:0, Lave ⓪
Ztones:tile.laveBlock:1, Lave ①
Ztones:tile.laveBlock:2, Lave ②
Ztones:tile.laveBlock:3, Lave ③
Ztones:tile.laveBlock:4, Lave ④
Ztones:tile.laveBlock:5, Lave ⑤
Ztones:tile.laveBlock:6, Lave ⑥
Ztones:tile.laveBlock:7, Lave ⑦
Ztones:tile.laveBlock:8, Lave ⑧
Ztones:tile.laveBlock:9, Lave ⑨
Ztones:tile.laveBlock:10, Lave ⑩
Ztones:tile.laveBlock:11, Lave ⑪
Ztones:tile.laveBlock:12, Lave ⑫
Ztones:tile.laveBlock:13, Lave ⑬
Ztones:tile.laveBlock:14, Lave ⑭
Ztones:tile.laveBlock:15, Lave ⑮
Ztones:tile.mintBlock:0, Mint ⓪
Ztones:tile.mintBlock:1, Mint ①
Ztones:tile.mintBlock:2, Mint ②
Ztones:tile.mintBlock:3, Mint ③
Ztones:tile.mintBlock:4, Mint ④
Ztones:tile.mintBlock:5, Mint ⑤
Ztones:tile.mintBlock:6, Mint ⑥
Ztones:tile.mintBlock:7, Mint ⑦
Ztones:tile.mintBlock:8, Mint ⑧
Ztones:tile.mintBlock:9, Mint ⑨
Ztones:tile.mintBlock:10, Mint ⑩
Ztones:tile.mintBlock:11, Mint ⑪
Ztones:tile.mintBlock:12, Mint ⑫
Ztones:tile.mintBlock:13, Mint ⑬
Ztones:tile.mintBlock:14, Mint ⑭
Ztones:tile.mintBlock:15, Mint ⑮
Ztones:tile.mystBlock:0, Myst ⓪
Ztones:tile.mystBlock:1, Myst ①
Ztones:tile.mystBlock:2, Myst ②
Ztones:tile.mystBlock:3, Myst ③
Ztones:tile.mystBlock:4, Myst ④
Ztones:tile.mystBlock:5, Myst ⑤
Ztones:tile.mystBlock:6, Myst ⑥
Ztones:tile.mystBlock:7, Myst ⑦
Ztones:tile.mystBlock:8, Myst ⑧
Ztones:tile.mystBlock:9, Myst ⑨
Ztones:tile.mystBlock:10, Myst ⑩
Ztones:tile.mystBlock:11, Myst ⑪
Ztones:tile.mystBlock:12, Myst ⑫
Ztones:tile.mystBlock:13, Myst ⑬
Ztones:tile.mystBlock:14, Myst ⑭
Ztones:tile.mystBlock:15, Myst ⑮
Ztones:tile.redsBlock:0, Reds ⓪
Ztones:tile.redsBlock:1, Reds ①
Ztones:tile.redsBlock:2, Reds ②
Ztones:tile.redsBlock:3, Reds ③
Ztones:tile.redsBlock:4, Reds ④
Ztones:tile.redsBlock:5, Reds ⑤
Ztones:tile.redsBlock:6, Reds ⑥
Ztones:tile.redsBlock:7, Reds ⑦
Ztones:tile.redsBlock:8, Reds ⑧
Ztones:tile.redsBlock:9, Reds ⑨
Ztones:tile.redsBlock:10, Reds ⑩
Ztones:tile.redsBlock:11, Reds ⑪
Ztones:tile.redsBlock:12, Reds ⑫
Ztones:tile.redsBlock:13, Reds ⑬
Ztones:tile.redsBlock:14, Reds ⑭
Ztones:tile.redsBlock:15, Reds ⑮
Ztones:tile.roenBlock:0, Roen ⓪
Ztones:tile.roenBlock:1, Roen ①
Ztones:tile.roenBlock:2, Roen ②
Ztones:tile.roenBlock:3, Roen ③
Ztones:tile.roenBlock:4, Roen ④
Ztones:tile.roenBlock:5, Roen ⑤
Ztones:tile.roenBlock:6, Roen ⑥
Ztones:tile.roenBlock:7, Roen ⑦
Ztones:tile.roenBlock:8, Roen ⑧
Ztones:tile.roenBlock:9, Roen ⑨
Ztones:tile.roenBlock:10, Roen ⑩
Ztones:tile.roenBlock:11, Roen ⑪
Ztones:tile.roenBlock:12, Roen ⑫
Ztones:tile.roenBlock:13, Roen ⑬
Ztones:tile.roenBlock:14, Roen ⑭
Ztones:tile.roenBlock:15, Roen ⑮
Ztones:tile.solsBlock:0, Sols ⓪
Ztones:tile.solsBlock:1, Sols ①
Ztones:tile.solsBlock:2, Sols ②
Ztones:tile.solsBlock:3, Sols ③
Ztones:tile.solsBlock:4, Sols ④
Ztones:tile.solsBlock:5, Sols ⑤
Ztones:tile.solsBlock:6, Sols ⑥
Ztones:tile.solsBlock:7, Sols ⑦
Ztones:tile.solsBlock:8, Sols ⑧
Ztones:tile.solsBlock:9, Sols ⑨
Ztones:tile.solsBlock:10, Sols ⑩
Ztones:tile.solsBlock:11, Sols ⑪
Ztones:tile.solsBlock:12, Sols ⑫
Ztones:tile.solsBlock:13, Sols ⑬
Ztones:tile.solsBlock:14, Sols ⑭
Ztones:tile.solsBlock:15, Sols ⑮
Ztones:tile.tankBlock:0, Tank ⓪
Ztones:tile.tankBlock:1, Tank ①
Ztones:tile.tankBlock:2, Tank ②
Ztones:tile.tankBlock:3, Tank ③
Ztones:tile.tankBlock:4, Tank ④
Ztones:tile.tankBlock:5, Tank ⑤
Ztones:tile.tankBlock:6, Tank ⑥
Ztones:tile.tankBlock:7, Tank ⑦
Ztones:tile.tankBlock:8, Tank ⑧
Ztones:tile.tankBlock:9, Tank ⑨
Ztones:tile.tankBlock:10, Tank ⑩
Ztones:tile.tankBlock:11, Tank ⑪
Ztones:tile.tankBlock:12, Tank ⑫
Ztones:tile.tankBlock:13, Tank ⑬
Ztones:tile.tankBlock:14, Tank ⑭
Ztones:tile.tankBlock:15, Tank ⑮
Ztones:tile.vectBlock:0, Vect ⓪
Ztones:tile.vectBlock:1, Vect ①
Ztones:tile.vectBlock:2, Vect ②
Ztones:tile.vectBlock:3, Vect ③
Ztones:tile.vectBlock:4, Vect ④
Ztones:tile.vectBlock:5, Vect ⑤
Ztones:tile.vectBlock:6, Vect ⑥
Ztones:tile.vectBlock:7, Vect ⑦
Ztones:tile.vectBlock:8, Vect ⑧
Ztones:tile.vectBlock:9, Vect ⑨
Ztones:tile.vectBlock:10, Vect ⑩
Ztones:tile.vectBlock:11, Vect ⑪
Ztones:tile.vectBlock:12, Vect ⑫
Ztones:tile.vectBlock:13, Vect ⑬
Ztones:tile.vectBlock:14, Vect ⑭
Ztones:tile.vectBlock:15, Vect ⑮
Ztones:tile.venaBlock:0, Vena ⓪
Ztones:tile.venaBlock:1, Vena ①
Ztones:tile.venaBlock:2, Vena ②
Ztones:tile.venaBlock:3, Vena ③
Ztones:tile.venaBlock:4, Vena ④
Ztones:tile.venaBlock:5, Vena ⑤
Ztones:tile.venaBlock:6, Vena ⑥
Ztones:tile.venaBlock:7, Vena ⑦
Ztones:tile.venaBlock:8, Vena ⑧
Ztones:tile.venaBlock:9, Vena ⑨
Ztones:tile.venaBlock:10, Vena ⑩
Ztones:tile.venaBlock:11, Vena ⑪
Ztones:tile.venaBlock:12, Vena ⑫
Ztones:tile.venaBlock:13, Vena ⑬
Ztones:tile.venaBlock:14, Vena ⑭
Ztones:tile.venaBlock:15, Vena ⑮
Ztones:tile.zechBlock:0, Zech ⓪
Ztones:tile.zechBlock:1, Zech ①
Ztones:tile.zechBlock:2, Zech ②
Ztones:tile.zechBlock:3, Zech ③
Ztones:tile.zechBlock:4, Zech ④
Ztones:tile.zechBlock:5, Zech ⑤
Ztones:tile.zechBlock:6, Zech ⑥
Ztones:tile.zechBlock:7, Zech ⑦
Ztones:tile.zechBlock:8, Zech ⑧
Ztones:tile.zechBlock:9, Zech ⑨
Ztones:tile.zechBlock:10, Zech ⑩
Ztones:tile.zechBlock:11, Zech ⑪
Ztones:tile.zechBlock:12, Zech ⑫
Ztones:tile.zechBlock:13, Zech ⑬
Ztones:tile.zechBlock:14, Zech ⑭
Ztones:tile.zechBlock:15, Zech ⑮
Ztones:tile.zionBlock:0, Zion ⓪
Ztones:tile.zionBlock:1, Zion ①
Ztones:tile.zionBlock:2, Zion ②
Ztones:tile.zionBlock:3, Zion ③
Ztones:tile.zionBlock:4, Zion ④
Ztones:tile.zionBlock:5, Zion ⑤
Ztones:tile.zionBlock:6, Zion ⑥
Ztones:tile.zionBlock:7, Zion ⑦
Ztones:tile.zionBlock:8, Zion ⑧
Ztones:tile.zionBlock:9, Zion ⑨
Ztones:tile.zionBlock:10, Zion ⑩
Ztones:tile.zionBlock:11, Zion ⑪
Ztones:tile.zionBlock:12, Zion ⑫
Ztones:tile.zionBlock:13, Zion ⑬
Ztones:tile.zionBlock:14, Zion ⑭
Ztones:tile.zionBlock:15, Zion ⑮
Ztones:tile.zomeBlock:0, Zome ⓪
Ztones:tile.zomeBlock:1, Zome ①
Ztones:tile.zomeBlock:2, Zome ②
Ztones:tile.zomeBlock:3, Zome ③
Ztones:tile.zomeBlock:4, Zome ④
Ztones:tile.zomeBlock:5, Zome ⑤
Ztones:tile.zomeBlock:6, Zome ⑥
Ztones:tile.zomeBlock:7, Zome ⑦
Ztones:tile.zomeBlock:8, Zome ⑧
Ztones:tile.zomeBlock:9, Zome ⑨
Ztones:tile.zomeBlock:10, Zome ⑩
Ztones:tile.zomeBlock:11, Zome ⑪
Ztones:tile.zomeBlock:12, Zome ⑫
Ztones:tile.zomeBlock:13, Zome ⑬
Ztones:tile.zomeBlock:14, Zome ⑭
Ztones:tile.zomeBlock:15, Zome ⑮
Ztones:tile.zoneBlock:0, Zone ⓪
Ztones:tile.zoneBlock:1, Zone ①
Ztones:tile.zoneBlock:2, Zone ②
Ztones:tile.zoneBlock:3, Zone ③
Ztones:tile.zoneBlock:4, Zone ④
Ztones:tile.zoneBlock:5, Zone ⑤
Ztones:tile.zoneBlock:6, Zone ⑥
Ztones:tile.zoneBlock:7, Zone ⑦
Ztones:tile.zoneBlock:8, Zone ⑧
Ztones:tile.zoneBlock:9, Zone ⑨
Ztones:tile.zoneBlock:10, Zone ⑩
Ztones:tile.zoneBlock:11, Zone ⑪
Ztones:tile.zoneBlock:12, Zone ⑫
Ztones:tile.zoneBlock:13, Zone ⑬
Ztones:tile.zoneBlock:14, Zone ⑭
Ztones:tile.zoneBlock:15, Zone ⑮
Ztones:tile.zorgBlock:0, Zorg ⓪
Ztones:tile.zorgBlock:1, Zorg ①
Ztones:tile.zorgBlock:2, Zorg ②
Ztones:tile.zorgBlock:3, Zorg ③
Ztones:tile.zorgBlock:4, Zorg ④
Ztones:tile.zorgBlock:5, Zorg ⑤
Ztones:tile.zorgBlock:6, Zorg ⑥
Ztones:tile.zorgBlock:7, Zorg ⑦
Ztones:tile.zorgBlock:8, Zorg ⑧
Ztones:tile.zorgBlock:9, Zorg ⑨
Ztones:tile.zorgBlock:10, Zorg ⑩
Ztones:tile.zorgBlock:11, Zorg ⑪
Ztones:tile.zorgBlock:12, Zorg ⑫
Ztones:tile.zorgBlock:13, Zorg ⑬
Ztones:tile.zorgBlock:14, Zorg ⑭
Ztones:tile.zorgBlock:15, Zorg ⑮
Ztones:tile.glaxx:0, Tinted Glass ⓪
Ztones:tile.glaxx:1, Tinted Glass ①
Ztones:tile.glaxx:2, Tinted Glass ②
Ztones:tile.glaxx:3, Tinted Glass ③
Ztones:tile.glaxx:4, Tinted Glass ④
Ztones:tile.glaxx:5, Tinted Glass ⑤
Ztones:tile.glaxx:6, Tinted Glass ⑥
Ztones:tile.glaxx:7, Tinted Glass ⑦
Ztones:tile.glaxx:8, Tinted Glass ⑧
Ztones:tile.glaxx:9, Tinted Glass ⑨
Ztones:tile.glaxx:10, Tinted Glass ⑩
Ztones:tile.glaxx:11, Tinted Glass ⑪
Ztones:tile.glaxx:12, Tinted Glass ⑫
Ztones:tile.glaxx:13, Tinted Glass ⑬
Ztones:tile.glaxx:14, Tinted Glass ⑭
Ztones:tile.glaxx:15, Tinted Glass ⑮
Ztones:tile.reedBlock:0, Reed ⓪
Ztones:tile.reedBlock:1, Reed ①
Ztones:tile.reedBlock:2, Reed ②
Ztones:tile.reedBlock:3, Reed ③
Ztones:tile.reedBlock:4, Reed ④
Ztones:tile.reedBlock:5, Reed ⑤
Ztones:tile.reedBlock:6, Reed ⑥
Ztones:tile.reedBlock:7, Reed ⑦
Ztones:tile.reedBlock:8, Reed ⑧
Ztones:tile.reedBlock:9, Reed ⑨
Ztones:tile.reedBlock:10, Reed ⑩
Ztones:tile.reedBlock:11, Reed ⑪
Ztones:tile.reedBlock:12, Reed ⑫
Ztones:tile.reedBlock:13, Reed ⑬
Ztones:tile.reedBlock:14, Reed ⑭
Ztones:tile.reedBlock:15, Reed ⑮
Ztones:tile.syncBlock:0, Sync ⓪
Ztones:tile.syncBlock:1, Sync ①
Ztones:tile.syncBlock:2, Sync ②
Ztones:tile.syncBlock:3, Sync ③
Ztones:tile.syncBlock:4, Sync ④
Ztones:tile.syncBlock:5, Sync ⑤
Ztones:tile.syncBlock:6, Sync ⑥
Ztones:tile.syncBlock:7, Sync ⑦
Ztones:tile.syncBlock:8, Sync ⑧
Ztones:tile.syncBlock:9, Sync ⑨
Ztones:tile.syncBlock:10, Sync ⑩
Ztones:tile.syncBlock:11, Sync ⑪
Ztones:tile.syncBlock:12, Sync ⑫
Ztones:tile.syncBlock:13, Sync ⑬
Ztones:tile.syncBlock:14, Sync ⑭
Ztones:tile.syncBlock:15, Sync ⑮
Ztones:tile.zkulBlock:0, Zkul ⓪
Ztones:tile.zkulBlock:1, Zkul ①
Ztones:tile.zkulBlock:2, Zkul ②
Ztones:tile.zkulBlock:3, Zkul ③
Ztones:tile.zkulBlock:4, Zkul ④
Ztones:tile.zkulBlock:5, Zkul ⑤
Ztones:tile.zkulBlock:6, Zkul ⑥
Ztones:tile.zkulBlock:7, Zkul ⑦
Ztones:tile.zkulBlock:8, Zkul ⑧
Ztones:tile.zkulBlock:9, Zkul ⑨
Ztones:tile.zkulBlock:10, Zkul ⑩
Ztones:tile.zkulBlock:11, Zkul ⑪
Ztones:tile.zkulBlock:12, Zkul ⑫
Ztones:tile.zkulBlock:13, Zkul ⑬
Ztones:tile.zkulBlock:14, Zkul ⑭
Ztones:tile.zkulBlock:15, Zkul ⑮
Ztones:tile.azurBlock:0, Azur ⓪
Ztones:tile.azurBlock:1, Azur ①
Ztones:tile.azurBlock:2, Azur ②
Ztones:tile.azurBlock:3, Azur ③
Ztones:tile.azurBlock:4, Azur ④
Ztones:tile.azurBlock:5, Azur ⑤
Ztones:tile.azurBlock:6, Azur ⑥
Ztones:tile.azurBlock:7, Azur ⑦
Ztones:tile.azurBlock:8, Azur ⑧
Ztones:tile.azurBlock:9, Azur ⑨
Ztones:tile.azurBlock:10, Azur ⑩
Ztones:tile.azurBlock:11, Azur ⑪
Ztones:tile.azurBlock:12, Azur ⑫
Ztones:tile.azurBlock:13, Azur ⑬
Ztones:tile.azurBlock:14, Azur ⑭
Ztones:tile.azurBlock:15, Azur ⑮
Ztones:tile.zetaBlock:0, Zeta ⓪
Ztones:tile.zetaBlock:1, Zeta ①
Ztones:tile.zetaBlock:2, Zeta ②
Ztones:tile.zetaBlock:3, Zeta ③
Ztones:tile.zetaBlock:4, Zeta ④
Ztones:tile.zetaBlock:5, Zeta ⑤
Ztones:tile.zetaBlock:6, Zeta ⑥
Ztones:tile.zetaBlock:7, Zeta ⑦
Ztones:tile.zetaBlock:8, Zeta ⑧
Ztones:tile.zetaBlock:9, Zeta ⑨
Ztones:tile.zetaBlock:10, Zeta ⑩
Ztones:tile.zetaBlock:11, Zeta ⑪
Ztones:tile.zetaBlock:12, Zeta ⑫
Ztones:tile.zetaBlock:13, Zeta ⑬
Ztones:tile.zetaBlock:14, Zeta ⑭
Ztones:tile.zetaBlock:15, Zeta ⑮
Ztones:tile.zestBlock:0, Zest ⓪
Ztones:tile.zestBlock:1, Zest ①
Ztones:tile.zestBlock:2, Zest ②
Ztones:tile.zestBlock:3, Zest ③
Ztones:tile.zestBlock:4, Zest ④
Ztones:tile.zestBlock:5, Zest ⑤
Ztones:tile.zestBlock:6, Zest ⑥
Ztones:tile.zestBlock:7, Zest ⑦
Ztones:tile.zestBlock:8, Zest ⑧
Ztones:tile.zestBlock:9, Zest ⑨
Ztones:tile.zestBlock:10, Zest ⑩
Ztones:tile.zestBlock:11, Zest ⑪
Ztones:tile.zestBlock:12, Zest ⑫
Ztones:tile.zestBlock:13, Zest ⑬
Ztones:tile.zestBlock:14, Zest ⑭
Ztones:tile.zestBlock:15, Zest ⑮
Ztones:tile.zoeaBlock:0, Zoea ⓪
Ztones:tile.zoeaBlock:1, Zoea ①
Ztones:tile.zoeaBlock:2, Zoea ②
Ztones:tile.zoeaBlock:3, Zoea ③
Ztones:tile.zoeaBlock:4, Zoea ④
Ztones:tile.zoeaBlock:5, Zoea ⑤
Ztones:tile.zoeaBlock:6, Zoea ⑥
Ztones:tile.zoeaBlock:7, Zoea ⑦
Ztones:tile.zoeaBlock:8, Zoea ⑧
Ztones:tile.zoeaBlock:9, Zoea ⑨
Ztones:tile.zoeaBlock:10, Zoea ⑩
Ztones:tile.zoeaBlock:11, Zoea ⑪
Ztones:tile.zoeaBlock:12, Zoea ⑫
Ztones:tile.zoeaBlock:13, Zoea ⑬
Ztones:tile.zoeaBlock:14, Zoea ⑭
Ztones:tile.zoeaBlock:15, Zoea ⑮
Ztones:tile.zaneBlock:0, Zane ⓪
Ztones:tile.zaneBlock:1, Zane ①
Ztones:tile.zaneBlock:2, Zane ②
Ztones:tile.zaneBlock:3, Zane ③
Ztones:tile.zaneBlock:4, Zane ④
Ztones:tile.zaneBlock:5, Zane ⑤
Ztones:tile.zaneBlock:6, Zane ⑥
Ztones:tile.zaneBlock:7, Zane ⑦
Ztones:tile.zaneBlock:8, Zane ⑧
Ztones:tile.zaneBlock:9, Zane ⑨
Ztones:tile.zaneBlock:10, Zane ⑩
Ztones:tile.zaneBlock:11, Zane ⑪
Ztones:tile.zaneBlock:12, Zane ⑫
Ztones:tile.zaneBlock:13, Zane ⑬
Ztones:tile.zaneBlock:14, Zane ⑭
Ztones:tile.zaneBlock:15, Zane ⑮
Ztones:tile.zythBlock:0, Zyth ⓪
Ztones:tile.zythBlock:1, Zyth ①
Ztones:tile.zythBlock:2, Zyth ②
Ztones:tile.zythBlock:3, Zyth ③
Ztones:tile.zythBlock:4, Zyth ④
Ztones:tile.zythBlock:5, Zyth ⑤
Ztones:tile.zythBlock:6, Zyth ⑥
Ztones:tile.zythBlock:7, Zyth ⑦
Ztones:tile.zythBlock:8, Zyth ⑧
Ztones:tile.zythBlock:9, Zyth ⑨
Ztones:tile.zythBlock:10, Zyth ⑩
Ztones:tile.zythBlock:11, Zyth ⑪
Ztones:tile.zythBlock:12, Zyth ⑫
Ztones:tile.zythBlock:13, Zyth ⑬
Ztones:tile.zythBlock:14, Zyth ⑭
Ztones:tile.zythBlock:15, Zyth ⑮
Ztones:tile.ztylBlock:0, Ztyl ⓪
Ztones:tile.ztylBlock:1, Ztyl ①
Ztones:tile.ztylBlock:2, Ztyl ②
Ztones:tile.ztylBlock:3, Ztyl ③
Ztones:tile.ztylBlock:4, Ztyl ④
Ztones:tile.ztylBlock:5, Ztyl ⑤
Ztones:tile.ztylBlock:6, Ztyl ⑥
Ztones:tile.ztylBlock:7, Ztyl ⑦
Ztones:tile.ztylBlock:8, Ztyl ⑧
Ztones:tile.ztylBlock:9, Ztyl ⑨
Ztones:tile.ztylBlock:10, Ztyl ⑩
Ztones:tile.ztylBlock:11, Ztyl ⑪
Ztones:tile.ztylBlock:12, Ztyl ⑫
Ztones:tile.ztylBlock:13, Ztyl ⑬
Ztones:tile.ztylBlock:14, Ztyl ⑭
Ztones:tile.ztylBlock:15, Ztyl ⑮
endercrop:ender_crop, Ender Crop
endercrop:tilled_end_stone, Tilled End Stone
ExtraUtilities:chestMini, Mini-Chest
ExtraUtilities:chestFull, Slightly Larger Chest
ExtraUtilities:enderCollector, Ender Collector
ExtraUtilities:endConstructor:0, QED (Quantum Ender Device)
ExtraUtilities:endConstructor:2, Ender-Flux Crystal
ExtraUtilities:endMarker, Ender-Marker
ExtraUtilities:curtains, Blackout Curtains
ExtraUtilities:angelBlock, Angel Block
ExtraUtilities:budoff:0, Block Update Detector
ExtraUtilities:budoff:3, Block Update Detector (Advanced)
ExtraUtilities:chandelier, Chandelier
ExtraUtilities:decorativeBlock1:0, Edged Stone Bricks
ExtraUtilities:decorativeBlock1:1, Ender-infused Obsidian
ExtraUtilities:decorativeBlock1:2, Burnt Quartz
ExtraUtilities:decorativeBlock1:3, Frosted Stone
ExtraUtilities:decorativeBlock1:4, Border Stone
ExtraUtilities:decorativeBlock1:5, Unstable Ingot Block
ExtraUtilities:decorativeBlock1:6, Gravel Bricks
ExtraUtilities:decorativeBlock1:7, Border Stone (Alternate)
ExtraUtilities:decorativeBlock1:8, Magical Wood
ExtraUtilities:decorativeBlock1:9, Sandy Glass
ExtraUtilities:decorativeBlock1:10, Gravel Road
ExtraUtilities:decorativeBlock1:11, Ender Core
ExtraUtilities:decorativeBlock1:12, Diamond-Etched Computational Matrix
ExtraUtilities:decorativeBlock1:13, Ender-Sand Alloy
ExtraUtilities:decorativeBlock1:14, Carved 'Eminence' Stone
ExtraUtilities:decorativeBlock2:0, Thickened Glass
ExtraUtilities:decorativeBlock2:1, Edged Glass
ExtraUtilities:decorativeBlock2:2, Glass Bricks
ExtraUtilities:decorativeBlock2:3, Carved Glass
ExtraUtilities:decorativeBlock2:4, Golden Edged Glass
ExtraUtilities:decorativeBlock2:5, Obsidian Glass
ExtraUtilities:decorativeBlock2:6, Swirling Glass
ExtraUtilities:decorativeBlock2:7, Glowstone Glass
ExtraUtilities:decorativeBlock2:8, Heart Glass
ExtraUtilities:decorativeBlock2:9, Square Glass
ExtraUtilities:decorativeBlock2:10, Dark Glass
ExtraUtilities:decorativeBlock2:11, Reinforced Dark Glass
ExtraUtilities:pureLove, tile.extrautils:pureLove.name
ExtraUtilities:block_bedrockium, Block of Bedrockium
ExtraUtilities:datablock, tile.extrautils:datablock.name
ExtraUtilities:colorStoneBrick:0, Colored Stone Bricks (White Frequency)
ExtraUtilities:colorStoneBrick:1, Colored Stone Bricks (Orange Frequency)
ExtraUtilities:colorStoneBrick:2, Colored Stone Bricks (Magenta Frequency)
ExtraUtilities:colorStoneBrick:3, Colored Stone Bricks (Light Blue Frequency)
ExtraUtilities:colorStoneBrick:4, Colored Stone Bricks (Yellow Frequency)
ExtraUtilities:colorStoneBrick:5, Colored Stone Bricks (Lime Frequency)
ExtraUtilities:colorStoneBrick:6, Colored Stone Bricks (Pink Frequency)
ExtraUtilities:colorStoneBrick:7, Colored Stone Bricks (Gray Frequency)
ExtraUtilities:colorStoneBrick:8, Colored Stone Bricks (Light Gray Frequency)
ExtraUtilities:colorStoneBrick:9, Colored Stone Bricks (Cyan Frequency)
ExtraUtilities:colorStoneBrick:10, Colored Stone Bricks (Purple Frequency)
ExtraUtilities:colorStoneBrick:11, Colored Stone Bricks (Blue Frequency)
ExtraUtilities:colorStoneBrick:12, Colored Stone Bricks (Brown Frequency)
ExtraUtilities:colorStoneBrick:13, Colored Stone Bricks (Green Frequency)
ExtraUtilities:colorStoneBrick:14, Colored Stone Bricks (Red Frequency)
ExtraUtilities:colorStoneBrick:15, Colored Stone Bricks (Black Frequency)
ExtraUtilities:colorWoodPlanks:0, Colored Oak Wood Planks (White Frequency)
ExtraUtilities:colorWoodPlanks:1, Colored Oak Wood Planks (Orange Frequency)
ExtraUtilities:colorWoodPlanks:2, Colored Oak Wood Planks (Magenta Frequency)
ExtraUtilities:colorWoodPlanks:3, Colored Oak Wood Planks (Light Blue Frequency)
ExtraUtilities:colorWoodPlanks:4, Colored Oak Wood Planks (Yellow Frequency)
ExtraUtilities:colorWoodPlanks:5, Colored Oak Wood Planks (Lime Frequency)
ExtraUtilities:colorWoodPlanks:6, Colored Oak Wood Planks (Pink Frequency)
ExtraUtilities:colorWoodPlanks:7, Colored Oak Wood Planks (Gray Frequency)
ExtraUtilities:colorWoodPlanks:8, Colored Oak Wood Planks (Light Gray Frequency)
ExtraUtilities:colorWoodPlanks:9, Colored Oak Wood Planks (Cyan Frequency)
ExtraUtilities:colorWoodPlanks:10, Colored Oak Wood Planks (Purple Frequency)
ExtraUtilities:colorWoodPlanks:11, Colored Oak Wood Planks (Blue Frequency)
ExtraUtilities:colorWoodPlanks:12, Colored Oak Wood Planks (Brown Frequency)
ExtraUtilities:colorWoodPlanks:13, Colored Oak Wood Planks (Green Frequency)
ExtraUtilities:colorWoodPlanks:14, Colored Oak Wood Planks (Red Frequency)
ExtraUtilities:colorWoodPlanks:15, Colored Oak Wood Planks (Black Frequency)
ExtraUtilities:color_lightgem:0, Colored Glowstone (White Frequency)
ExtraUtilities:color_lightgem:1, Colored Glowstone (Orange Frequency)
ExtraUtilities:color_lightgem:2, Colored Glowstone (Magenta Frequency)
ExtraUtilities:color_lightgem:3, Colored Glowstone (Light Blue Frequency)
ExtraUtilities:color_lightgem:4, Colored Glowstone (Yellow Frequency)
ExtraUtilities:color_lightgem:5, Colored Glowstone (Lime Frequency)
ExtraUtilities:color_lightgem:6, Colored Glowstone (Pink Frequency)
